"Estado","Variável","Mês","Sexo","Valor","Região","População"
"Paraíba","Estupro",2021-03-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2021-03-01,"Não informado",7,"Nordeste",NA
"Paraíba","Estupro",2021-03-01,"Total",55,"Nordeste",3974687
"Paraíba","Estupro",2021-04-01,"Feminino",31,"Nordeste",1918855
"Paraíba","Estupro",2021-04-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2021-04-01,"Não informado",3,"Nordeste",NA
"Paraíba","Estupro",2021-04-01,"Total",36,"Nordeste",3974687
"Paraíba","Estupro",2021-05-01,"Feminino",27,"Nordeste",1918855
"Paraíba","Estupro",2021-05-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2021-05-01,"Não informado",4,"Nordeste",NA
"Paraíba","Estupro",2021-05-01,"Total",35,"Nordeste",3974687
"Paraíba","Estupro",2021-06-01,"Feminino",32,"Nordeste",1918855
"Paraíba","Estupro",2021-06-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2021-06-01,"Não informado",2,"Nordeste",NA
"Paraíba","Estupro",2021-06-01,"Total",37,"Nordeste",3974687
"Paraíba","Estupro",2021-07-01,"Feminino",47,"Nordeste",1918855
"Paraíba","Estupro",2021-07-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2021-07-01,"Não informado",4,"Nordeste",NA
"Paraíba","Estupro",2021-07-01,"Total",53,"Nordeste",3974687
"Paraíba","Estupro",2021-08-01,"Feminino",34,"Nordeste",1918855
"Paraíba","Estupro",2021-08-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2021-08-01,"Não informado",10,"Nordeste",NA
"Paraíba","Estupro",2021-08-01,"Total",48,"Nordeste",3974687
"Paraíba","Estupro",2021-09-01,"Feminino",42,"Nordeste",1918855
"Paraíba","Estupro",2021-09-01,"Masculino",5,"Nordeste",2055832
"Paraíba","Estupro",2021-09-01,"Não informado",4,"Nordeste",NA
"Paraíba","Estupro",2021-09-01,"Total",51,"Nordeste",3974687
"Paraíba","Estupro",2021-10-01,"Feminino",39,"Nordeste",1918855
"Paraíba","Estupro",2021-10-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2021-10-01,"Não informado",2,"Nordeste",NA
"Paraíba","Estupro",2021-10-01,"Total",44,"Nordeste",3974687
"Paraíba","Estupro",2021-11-01,"Feminino",35,"Nordeste",1918855
"Paraíba","Estupro",2021-11-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2021-11-01,"Não informado",8,"Nordeste",NA
"Paraíba","Estupro",2021-11-01,"Total",46,"Nordeste",3974687
"Paraíba","Estupro",2021-12-01,"Feminino",32,"Nordeste",1918855
"Paraíba","Estupro",2021-12-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2021-12-01,"Não informado",6,"Nordeste",NA
"Paraíba","Estupro",2021-12-01,"Total",41,"Nordeste",3974687
"Paraíba","Estupro",2022-01-01,"Feminino",32,"Nordeste",1918855
"Paraíba","Estupro",2022-01-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Estupro",2022-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-01-01,"Total",33,"Nordeste",3974687
"Paraíba","Estupro",2022-02-01,"Feminino",33,"Nordeste",1918855
"Paraíba","Estupro",2022-02-01,"Masculino",8,"Nordeste",2055832
"Paraíba","Estupro",2022-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-02-01,"Total",41,"Nordeste",3974687
"Paraíba","Estupro",2022-03-01,"Feminino",42,"Nordeste",1918855
"Paraíba","Estupro",2022-03-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2022-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-03-01,"Total",46,"Nordeste",3974687
"Paraíba","Estupro",2022-04-01,"Feminino",36,"Nordeste",1918855
"Paraíba","Estupro",2022-04-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Estupro",2022-04-01,"Não informado",1,"Nordeste",NA
"Paraíba","Estupro",2022-04-01,"Total",43,"Nordeste",3974687
"Paraíba","Estupro",2022-05-01,"Feminino",43,"Nordeste",1918855
"Paraíba","Estupro",2022-05-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2022-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-05-01,"Total",47,"Nordeste",3974687
"Paraíba","Estupro",2022-06-01,"Feminino",29,"Nordeste",1918855
"Paraíba","Estupro",2022-06-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2022-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-06-01,"Total",32,"Nordeste",3974687
"Paraíba","Estupro",2022-07-01,"Feminino",32,"Nordeste",1918855
"Paraíba","Estupro",2022-07-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2022-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-07-01,"Total",34,"Nordeste",3974687
"Paraíba","Estupro",2022-08-01,"Feminino",38,"Nordeste",1918855
"Paraíba","Estupro",2022-08-01,"Masculino",7,"Nordeste",2055832
"Paraíba","Estupro",2022-08-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-08-01,"Total",45,"Nordeste",3974687
"Paraíba","Estupro",2022-09-01,"Feminino",50,"Nordeste",1918855
"Paraíba","Estupro",2022-09-01,"Masculino",5,"Nordeste",2055832
"Paraíba","Estupro",2022-09-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-09-01,"Total",55,"Nordeste",3974687
"Paraíba","Estupro",2022-10-01,"Feminino",50,"Nordeste",1918855
"Paraíba","Estupro",2022-10-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2022-10-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-10-01,"Total",52,"Nordeste",3974687
"Paraíba","Estupro",2022-11-01,"Feminino",34,"Nordeste",1918855
"Paraíba","Estupro",2022-11-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2022-11-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-11-01,"Total",36,"Nordeste",3974687
"Paraíba","Estupro",2022-12-01,"Feminino",36,"Nordeste",1918855
"Paraíba","Estupro",2022-12-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2022-12-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2022-12-01,"Total",38,"Nordeste",3974687
"Paraíba","Estupro",2023-01-01,"Feminino",46,"Nordeste",1918855
"Paraíba","Estupro",2023-01-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2023-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-01-01,"Total",48,"Nordeste",3974687
"Paraíba","Estupro",2023-02-01,"Feminino",41,"Nordeste",1918855
"Paraíba","Estupro",2023-02-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Estupro",2023-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-02-01,"Total",42,"Nordeste",3974687
"Paraíba","Estupro",2023-03-01,"Feminino",50,"Nordeste",1918855
"Paraíba","Estupro",2023-03-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Estupro",2023-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-03-01,"Total",56,"Nordeste",3974687
"Paraíba","Estupro",2023-04-01,"Feminino",30,"Nordeste",1918855
"Paraíba","Estupro",2023-04-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Estupro",2023-04-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-04-01,"Total",34,"Nordeste",3974687
"Paraíba","Estupro",2023-05-01,"Feminino",43,"Nordeste",1918855
"Paraíba","Estupro",2023-05-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Estupro",2023-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-05-01,"Total",49,"Nordeste",3974687
"Paraíba","Estupro",2023-06-01,"Feminino",34,"Nordeste",1918855
"Paraíba","Estupro",2023-06-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2023-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-06-01,"Total",37,"Nordeste",3974687
"Paraíba","Estupro",2023-07-01,"Feminino",42,"Nordeste",1918855
"Paraíba","Estupro",2023-07-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Estupro",2023-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-07-01,"Total",45,"Nordeste",3974687
"Paraíba","Estupro",2023-08-01,"Feminino",27,"Nordeste",1918855
"Paraíba","Estupro",2023-08-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Estupro",2023-08-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-08-01,"Total",29,"Nordeste",3974687
"Paraíba","Estupro",2023-09-01,"Feminino",49,"Nordeste",1918855
"Paraíba","Estupro",2023-09-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Estupro",2023-09-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-09-01,"Total",55,"Nordeste",3974687
"Paraíba","Estupro",2023-10-01,"Feminino",56,"Nordeste",1918855
"Paraíba","Estupro",2023-10-01,"Masculino",9,"Nordeste",2055832
"Paraíba","Estupro",2023-10-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-10-01,"Total",65,"Nordeste",3974687
"Paraíba","Estupro",2023-11-01,"Feminino",53,"Nordeste",1918855
"Paraíba","Estupro",2023-11-01,"Masculino",8,"Nordeste",2055832
"Paraíba","Estupro",2023-11-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2023-11-01,"Total",61,"Nordeste",3974687
"Paraíba","Estupro",2023-12-01,"Feminino",51,"Nordeste",1918855
"Paraíba","Estupro",2023-12-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Estupro",2023-12-01,"Não informado",2,"Nordeste",NA
"Paraíba","Estupro",2023-12-01,"Total",54,"Nordeste",3974687
"Paraíba","Estupro",2024-01-01,"Feminino",64,"Nordeste",1918855
"Paraíba","Estupro",2024-01-01,"Masculino",9,"Nordeste",2055832
"Paraíba","Estupro",2024-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2024-01-01,"Total",73,"Nordeste",3974687
"Paraíba","Estupro",2024-02-01,"Feminino",59,"Nordeste",1918855
"Paraíba","Estupro",2024-02-01,"Masculino",5,"Nordeste",2055832
"Paraíba","Estupro",2024-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2024-02-01,"Total",64,"Nordeste",3974687
"Paraíba","Estupro",2024-03-01,"Feminino",95,"Nordeste",1918855
"Paraíba","Estupro",2024-03-01,"Masculino",10,"Nordeste",2055832
"Paraíba","Estupro",2024-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Estupro",2024-03-01,"Total",105,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-01-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-01-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-01-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-02-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-02-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-02-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-03-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-03-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-03-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-04-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-04-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-04-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-04-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-05-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-05-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-05-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-06-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-06-01,"Masculino",0,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-06-01,"Total",0,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-07-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-07-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-07-01,"Total",1,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-08-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-08-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-08-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-08-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-09-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-09-01,"Masculino",0,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-09-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-09-01,"Total",0,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-10-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-10-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-10-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-10-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-11-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-11-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-11-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-11-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2019-12-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2019-12-01,"Masculino",0,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2019-12-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2019-12-01,"Total",0,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-01-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-01-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-01-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-02-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-02-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-02-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-03-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-03-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-03-01,"Total",1,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-04-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-04-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-04-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-04-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-05-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-05-01,"Masculino",0,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-05-01,"Total",0,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-06-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-06-01,"Masculino",7,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-06-01,"Total",7,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-07-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-07-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-07-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-08-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-08-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-08-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-08-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-09-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-09-01,"Masculino",10,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-09-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-09-01,"Total",10,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-10-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-10-01,"Masculino",1,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-10-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-10-01,"Total",1,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-11-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-11-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-11-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-11-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2020-12-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2020-12-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2020-12-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2020-12-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-01-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-01-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-01-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-02-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-02-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-02-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-03-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-03-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-03-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-04-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-04-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-04-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-04-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-05-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-05-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-05-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-06-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-06-01,"Masculino",8,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-06-01,"Total",8,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-07-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-07-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-07-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-08-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-08-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-08-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-08-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-09-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-09-01,"Masculino",3,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-09-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-09-01,"Total",3,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-10-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-10-01,"Masculino",7,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-10-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-10-01,"Total",7,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-11-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-11-01,"Masculino",5,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-11-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-11-01,"Total",5,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2021-12-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2021-12-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2021-12-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2021-12-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-01-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-01-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-01-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-01-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-02-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-02-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-02-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-02-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-03-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-03-01,"Masculino",5,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-03-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-03-01,"Total",5,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-04-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-04-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-04-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-04-01,"Total",2,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-05-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-05-01,"Masculino",6,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-05-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-05-01,"Total",6,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-06-01,"Feminino",0,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-06-01,"Masculino",4,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-06-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-06-01,"Total",4,"Nordeste",3974687
"Paraíba","Morte por intervenção de Agente do Estado",2022-07-01,"Feminino",1,"Nordeste",1918855
"Paraíba","Morte por intervenção de Agente do Estado",2022-07-01,"Masculino",2,"Nordeste",2055832
"Paraíba","Morte por intervenção de Agente do Estado",2022-07-01,"Não informado",0,"Nordeste",NA
"Paraíba","Morte por intervenção de Agente do Estado",2022-07-01,"Total",3,"Nordeste",3974687
